s,kW/m2,kg/m2/s,kW/m2,C,kW/m2,kW/m3,kW/m3,kW/m2,C
Time,"U","burn","con","gas","gauge","hrrpuv","qr","rad","temp"
 0.0000000E+000, 1.6750494E+000, 0.0000000E+000, 0.0000000E+000, 2.0000000E+001,-1.6467159E-006, 0.0000000E+000,-1.5062906E-006,-1.4820024E-006, 2.0000000E+001
 2.0612660E-001, 1.6750631E+000, 1.4466384E-020, 1.4526139E-006, 2.0002845E+001, 1.4363219E-006, 0.0000000E+000,-7.0802954E-006,-3.2414065E-008, 2.0000006E+001
 4.1225320E-001, 1.6750915E+000, 2.8932768E-020, 5.7568757E-005, 2.0082632E+001, 6.3349753E-005, 0.0000000E+000,-2.0225040E-004, 4.3594669E-006, 2.0000248E+001
 6.1837980E-001, 1.6752574E+000, 2.8932779E-020, 7.4749421E-004, 2.0639482E+001, 7.8900524E-004, 0.0000000E+000,-1.5730852E-003, 2.4189550E-005, 2.0003213E+001
 8.2450640E-001, 1.6754233E+000, 2.8932936E-020, 5.3955190E-003, 2.2991986E+001, 5.5180035E-003, 0.0000000E+000,-7.5185550E-003,-8.9755715E-006, 2.0024063E+001
 1.0306330E+000, 1.6766453E+000, 2.8934127E-020, 2.5907366E-002, 3.0130771E+001, 2.6596640E-002, 0.0000000E+000,-2.6421363E-002,-9.7403286E-005, 2.0121020E+001
 1.2367596E+000, 1.6785584E+000, 2.8940231E-020, 8.4463053E-002, 4.5650048E+001, 8.6789095E-002, 0.0000000E+000,-6.8007375E-002,-8.1426651E-004, 2.0420755E+001
 1.4428862E+000, 1.6804716E+000, 2.8962215E-020, 1.8112131E-001, 6.6224507E+001, 1.8670151E-001, 0.0000000E+000,-1.2978557E-001,-2.8009364E-003, 2.1007728E+001
 1.6490128E+000, 1.6859985E+000, 2.9017830E-020, 2.4808607E-001, 7.5672437E+001, 2.5803676E-001, 0.0000000E+000,-1.6296336E-001,-5.1535960E-003, 2.1669986E+001
 1.8551394E+000, 1.6896292E+000, 2.9113723E-020, 2.3921370E-001, 7.1028991E+001, 2.5157735E-001, 0.0000000E+000,-1.4559348E-001,-7.5284014E-003, 2.2091336E+001
 2.0393466E+000, 1.6932599E+000, 2.9221108E-020, 2.0123897E-001, 6.3700848E+001, 2.1448133E-001, 0.0000000E+000,-1.1960552E-001,-8.5305250E-003, 2.2240915E+001
 2.2610674E+000, 1.7002742E+000, 2.9337759E-020, 1.8025934E-001, 6.2747000E+001, 1.9460215E-001, 0.0000000E+000,-1.1571802E-001,-8.3896456E-003, 2.2326728E+001
 2.4500751E+000, 1.7071802E+000, 2.9451458E-020, 2.0455895E-001, 6.7537791E+001, 2.2128927E-001, 0.0000000E+000,-1.3143809E-001,-8.5385381E-003, 2.2571461E+001
 2.6390828E+000, 1.7121037E+000, 2.9536214E-020, 2.1900018E-001, 7.0328363E+001, 2.3754065E-001, 0.0000000E+000,-1.4082310E-001,-9.1836567E-003, 2.2800271E+001
 2.8280906E+000, 1.7150143E+000, 2.9655433E-020, 2.2952637E-001, 7.2186927E+001, 2.4957162E-001, 0.0000000E+000,-1.4725158E-001,-1.0575152E-002, 2.3077908E+001
 3.0170983E+000, 1.7174989E+000, 2.9759502E-020, 2.3421191E-001, 7.3089935E+001, 2.5544482E-001, 0.0000000E+000,-1.5030800E-001,-1.1570632E-002, 2.3286871E+001
 3.2061060E+000, 1.7205253E+000, 2.9896927E-020, 2.2269856E-001, 7.0879107E+001, 2.4492511E-001, 0.0000000E+000,-1.4199707E-001,-1.2452816E-002, 2.3471159E+001
 3.4581163E+000, 1.7230611E+000, 3.0029442E-020, 1.9386908E-001, 6.5466030E+001, 2.1611473E-001, 0.0000000E+000,-1.2271792E-001,-1.2756092E-002, 2.3525460E+001
 3.6471240E+000, 1.7245943E+000, 3.0146024E-020, 1.8777871E-001, 6.5713460E+001, 2.1028670E-001, 0.0000000E+000,-1.2340186E-001,-1.3013829E-002, 2.3595598E+001
 3.8361317E+000, 1.7255678E+000, 3.0259565E-020, 2.0519610E-001, 6.8918737E+001, 2.2879555E-001, 0.0000000E+000,-1.3450288E-001,-1.3811179E-002, 2.3775309E+001
 4.0251394E+000, 1.7266788E+000, 3.0362965E-020, 2.1987346E-001, 7.1689701E+001, 2.4460971E-001, 0.0000000E+000,-1.4430785E-001,-1.4729768E-002, 2.3965535E+001
 4.2141472E+000, 1.7279189E+000, 3.0510066E-020, 2.2375923E-001, 7.2191043E+001, 2.4964215E-001, 0.0000000E+000,-1.4600601E-001,-1.5833076E-002, 2.4178806E+001
 4.4031549E+000, 1.7296099E+000, 3.0634842E-020, 2.1867809E-001, 7.1148329E+001, 2.4526642E-001, 0.0000000E+000,-1.4206366E-001,-1.6443174E-002, 2.4309406E+001
 4.6551652E+000, 1.7315805E+000, 3.0804603E-020, 2.0674921E-001, 6.9233678E+001, 2.3388868E-001, 0.0000000E+000,-1.3502230E-001,-1.7035006E-002, 2.4435144E+001
 4.8504731E+000, 1.7331824E+000, 3.0968140E-020, 1.9673873E-001, 6.7741870E+001, 2.2421659E-001, 0.0000000E+000,-1.2960087E-001,-1.7506242E-002, 2.4532561E+001
 5.0583816E+000, 1.7342375E+000, 3.1082326E-020, 1.9756048E-001, 6.8425975E+001, 2.2550533E-001, 0.0000000E+000,-1.3190591E-001,-1.7915940E-002, 2.4624128E+001
 5.2662901E+000, 1.7351639E+000, 3.1241382E-020, 2.1469285E-001, 7.1721375E+001, 2.4393274E-001, 0.0000000E+000,-1.4360647E-001,-1.8793284E-002, 2.4823718E+001
 5.4048958E+000, 1.7361775E+000, 3.1367105E-020, 2.2339332E-001, 7.3207860E+001, 2.5362143E-001, 0.0000000E+000,-1.4892031E-001,-1.9575266E-002, 2.4985350E+001
 5.6128043E+000, 1.7373370E+000, 3.1504827E-020, 2.2184700E-001, 7.2687966E+001, 2.5275433E-001, 0.0000000E+000,-1.4690266E-001,-2.0266416E-002, 2.5117298E+001
 5.8207128E+000, 1.7387645E+000, 3.1706606E-020, 2.1423626E-001, 7.1568199E+001, 2.4576910E-001, 0.0000000E+000,-1.4268814E-001,-2.1005339E-002, 2.5259334E+001
 6.0286213E+000, 1.7403460E+000, 3.1864526E-020, 2.0810831E-001, 7.0490261E+001, 2.4004619E-001, 0.0000000E+000,-1.3864781E-001,-2.1413903E-002, 2.5349549E+001
 6.2365298E+000, 1.7417553E+000, 3.2056480E-020, 2.0237905E-001, 6.9755907E+001, 2.3476859E-001, 0.0000000E+000,-1.3588253E-001,-2.1882979E-002, 2.5451508E+001
 6.4513685E+000, 1.7429229E+000, 3.2208802E-020, 2.0504035E-001, 7.0980259E+001, 2.3802457E-001, 0.0000000E+000,-1.4016997E-001,-2.2322366E-002, 2.5554044E+001
 6.6038347E+000, 1.7435224E+000, 3.2362592E-020, 2.2233938E-001, 7.3982919E+001, 2.5655175E-001, 0.0000000E+000,-1.5106420E-001,-2.3071797E-002, 2.5729722E+001
 6.8325341E+000, 1.7447106E+000, 3.2556286E-020, 2.2037410E-001, 7.3100070E+001, 2.5531190E-001, 0.0000000E+000,-1.4770481E-001,-2.3934505E-002, 2.5882335E+001
 7.0612334E+000, 1.7458857E+000, 3.2759047E-020, 2.0992709E-001, 7.1691050E+001, 2.4512239E-001, 0.0000000E+000,-1.4243799E-001,-2.4484390E-002, 2.5975758E+001
 7.2136997E+000, 1.7472593E+000, 3.2951917E-020, 2.1635020E-001, 7.3636488E+001, 2.5240697E-001, 0.0000000E+000,-1.4942549E-001,-2.4995080E-002, 2.6104615E+001
 7.4423990E+000, 1.7482484E+000, 3.3154442E-020, 2.2577301E-001, 7.4824230E+001, 2.6294441E-001, 0.0000000E+000,-1.5372853E-001,-2.5774293E-002, 2.6275243E+001
 7.6710983E+000, 1.7497358E+000, 3.3374810E-020, 2.1037902E-001, 7.1542597E+001, 2.4768485E-001, 0.0000000E+000,-1.4153082E-001,-2.6311746E-002, 2.6360675E+001
 7.8235646E+000, 1.7506597E+000, 3.3585670E-020, 2.0287046E-001, 7.1204943E+001, 2.4032000E-001, 0.0000000E+000,-1.4021479E-001,-2.6625387E-002, 2.6423888E+001
 8.0522639E+000, 1.7515139E+000, 3.3782554E-020, 2.1429754E-001, 7.3456215E+001, 2.5269051E-001, 0.0000000E+000,-1.4834491E-001,-2.7191603E-002, 2.6557481E+001
 8.2047301E+000, 1.7523674E+000, 3.3968761E-020, 2.1112158E-001, 7.2157236E+001, 2.4990555E-001, 0.0000000E+000,-1.4351232E-001,-2.7739254E-002, 2.6653567E+001
 8.4334295E+000, 1.7533131E+000, 3.4161408E-020, 1.8846588E-001, 6.7723313E+001, 2.2666603E-001, 0.0000000E+000,-1.2759973E-001,-2.7955905E-002, 2.6660395E+001
 8.6529963E+000, 1.7539061E+000, 3.4392731E-020, 1.8569259E-001, 6.8628432E+001, 2.2397391E-001, 0.0000000E+000,-1.3071843E-001,-2.8080130E-002, 2.6699476E+001
 8.8542983E+000, 1.7546573E+000, 3.4568483E-020, 2.0694081E-001, 7.2867501E+001, 2.4654430E-001, 0.0000000E+000,-1.4588232E-001,-2.8631680E-002, 2.6842908E+001
 9.0556002E+000, 1.7557041E+000, 3.4812207E-020, 2.0982398E-001, 7.2473678E+001, 2.5029020E-001, 0.0000000E+000,-1.4433977E-001,-2.9494988E-002, 2.6999150E+001
 9.2703223E+000, 1.7564945E+000, 3.5023413E-020, 1.9732227E-001, 7.0420410E+001, 2.3770618E-001, 0.0000000E+000,-1.3682224E-001,-2.9897511E-002, 2.7055445E+001
 9.4179437E+000, 1.7574881E+000, 3.5219461E-020, 1.9995888E-001, 7.1846947E+001, 2.4087215E-001, 0.0000000E+000,-1.4187970E-001,-3.0188477E-002, 2.7136915E+001
 9.6393758E+000, 1.7583757E+000, 3.5434014E-020, 2.1762077E-001, 7.4793527E+001, 2.5992897E-001, 0.0000000E+000,-1.5262861E-001,-3.0838252E-002, 2.7300917E+001
 9.8608080E+000, 1.7596965E+000, 3.5680192E-020, 2.1286610E-001, 7.2924546E+001, 2.5568754E-001, 0.0000000E+000,-1.4561863E-001,-3.1499168E-002, 2.7418733E+001
 1.0008429E+001, 1.7604733E+000, 3.5934986E-020, 1.9357796E-001, 7.0202854E+001, 2.3597973E-001, 0.0000000E+000,-1.3565539E-001,-3.1805636E-002, 2.7448935E+001
 1.0221307E+001, 1.7611031E+000, 3.6149997E-020, 1.9491628E-001, 7.0940267E+001, 2.3763510E-001, 0.0000000E+000,-1.3824888E-001,-3.2004282E-002, 2.7504180E+001
 1.0417075E+001, 1.7620859E+000, 3.6363006E-020, 2.0561133E-001, 7.2896015E+001, 2.4921079E-001, 0.0000000E+000,-1.4525167E-001,-3.2445699E-002, 2.7611212E+001
 1.0612843E+001, 1.7629440E+000, 3.6631045E-020, 1.9648878E-001, 7.0750771E+001, 2.4019154E-001, 0.0000000E+000,-1.3739836E-001,-3.2962118E-002, 2.7688994E+001
 1.0821662E+001, 1.7634864E+000, 3.6840712E-020, 1.7688384E-001, 6.7250959E+001, 2.1982425E-001, 0.0000000E+000,-1.2493363E-001,-3.3030162E-002, 2.7676447E+001
 1.1037007E+001, 1.7639142E+000, 3.7063320E-020, 1.8377827E-001, 6.9336985E+001, 2.2721113E-001, 0.0000000E+000,-1.3225529E-001,-3.3170434E-002, 2.7732211E+001
 1.1252352E+001, 1.7645561E+000, 3.7257866E-020, 2.0351094E-001, 7.3118260E+001, 2.4830379E-001, 0.0000000E+000,-1.4582967E-001,-3.3757007E-002, 2.7873723E+001
 1.1467697E+001, 1.7652533E+000, 3.7561469E-020, 1.9683979E-001, 7.1013061E+001, 2.4195536E-001, 0.0000000E+000,-1.3811740E-001,-3.4515355E-002, 2.7988477E+001
 1.1611260E+001, 1.7656834E+000, 3.7777924E-020, 1.8518770E-001, 6.9190797E+001, 2.3001136E-001, 0.0000000E+000,-1.3154064E-001,-3.4712301E-002, 2.8010374E+001
 1.1826605E+001, 1.7663371E+000, 3.7970715E-020, 1.8499514E-001, 6.9622693E+001, 2.3004100E-001, 0.0000000E+000,-1.3301309E-001,-3.4847848E-002, 2.8051059E+001
 1.2041949E+001, 1.7672843E+000, 3.8239214E-020, 1.8675770E-001, 6.9831431E+001, 2.3230665E-001, 0.0000000E+000,-1.3366472E-001,-3.5180474E-002, 2.8130846E+001
 1.2257294E+001, 1.7679365E+000, 3.8462058E-020, 1.7749717E-001, 6.7661589E+001, 2.2284906E-001, 0.0000000E+000,-1.2594241E-001,-3.5407315E-002, 2.8160487E+001
 1.2400858E+001, 1.7683482E+000, 3.8672948E-020, 1.6853787E-001, 6.6775493E+001, 2.1353944E-001, 0.0000000E+000,-1.2280296E-001,-3.5507836E-002, 2.8166976E+001
 1.2616202E+001, 1.7686239E+000, 3.8862466E-020, 1.8146188E-001, 6.9545693E+001, 2.2732737E-001, 0.0000000E+000,-1.3254578E-001,-3.5771172E-002, 2.8246618E+001
 1.2831547E+001, 1.7693751E+000, 3.9075045E-020, 2.0037810E-001, 7.2773501E+001, 2.4769149E-001, 0.0000000E+000,-1.4409330E-001,-3.6390953E-002, 2.8393481E+001
 1.3046892E+001, 1.7702079E+000, 3.9405355E-020, 1.8800870E-001, 7.0058733E+001, 2.3532302E-001, 0.0000000E+000,-1.3420671E-001,-3.7025719E-002, 2.8481487E+001
 1.3262237E+001, 1.7709144E+000, 3.9658513E-020, 1.7727397E-001, 6.8490973E+001, 2.2429351E-001, 0.0000000E+000,-1.2855604E-001,-3.7126006E-002, 2.8497432E+001
 1.3405800E+001, 1.7715425E+000, 3.9878077E-020, 1.8092996E-001, 6.9664172E+001, 2.2836358E-001, 0.0000000E+000,-1.3265502E-001,-3.7283711E-002, 2.8548629E+001
 1.3621145E+001, 1.7722683E+000, 4.0104547E-020, 1.8823306E-001, 7.0700408E+001, 2.3641656E-001, 0.0000000E+000,-1.3629001E-001,-3.7669918E-002, 2.8637431E+001
 1.3850846E+001, 1.7730959E+000, 4.0356828E-020, 1.8751696E-001, 7.0631484E+001, 2.3606483E-001, 0.0000000E+000,-1.3596164E-001,-3.8065795E-002, 2.8712707E+001
 1.4008766E+001, 1.7734567E+000, 4.0616801E-020, 1.8881434E-001, 7.1317288E+001, 2.3777421E-001, 0.0000000E+000,-1.3839999E-001,-3.8468386E-002, 2.8790798E+001
 1.4219459E+001, 1.7743265E+000, 4.0900595E-020, 1.9613846E-001, 7.2417646E+001, 2.4593161E-001, 0.0000000E+000,-1.4230971E-001,-3.8937948E-002, 2.8894254E+001
 1.4430153E+001, 1.7751392E+000, 4.1183075E-020, 1.8545376E-001, 6.9677680E+001, 2.3506675E-001, 0.0000000E+000,-1.3237163E-001,-3.9257431E-002, 2.8937739E+001
 1.4640847E+001, 1.7758570E+000, 4.1497062E-020, 1.6869811E-001, 6.7568517E+001, 2.1756408E-001, 0.0000000E+000,-1.2483711E-001,-3.9259324E-002, 2.8925533E+001
 1.4851541E+001, 1.7762879E+000, 4.1704622E-020, 1.8178078E-001, 7.0704462E+001, 2.3152627E-001, 0.0000000E+000,-1.3593705E-001,-3.9451279E-002, 2.8993806E+001
 1.5062235E+001, 1.7770485E+000, 4.2005991E-020, 1.9726759E-001, 7.2787659E+001, 2.4837984E-001, 0.0000000E+000,-1.4339695E-001,-4.0130252E-002, 2.9141791E+001
 1.5202698E+001, 1.7776845E+000, 4.2260446E-020, 1.9049941E-001, 7.1298677E+001, 2.4163743E-001, 0.0000000E+000,-1.3792044E-001,-4.0522629E-002, 2.9198693E+001
 1.5413391E+001, 1.7780740E+000, 4.2511528E-020, 1.8413791E-001, 7.0415776E+001, 2.3517451E-001, 0.0000000E+000,-1.3470221E-001,-4.0746449E-002, 2.9232156E+001
 1.5624085E+001, 1.7787994E+000, 4.2840127E-020, 1.8608090E-001, 7.1167999E+001, 2.3756891E-001, 0.0000000E+000,-1.3734043E-001,-4.1031739E-002, 2.9301135E+001
 1.5834779E+001, 1.7797151E+000, 4.3105984E-020, 1.8757177E-001, 7.1156184E+001, 2.3950120E-001, 0.0000000E+000,-1.3720778E-001,-4.1327160E-002, 2.9368082E+001
 1.6059519E+001, 1.7804339E+000, 4.3452302E-020, 1.8261083E-001, 7.0500760E+001, 2.3462719E-001, 0.0000000E+000,-1.3477738E-001,-4.1635698E-002, 2.9424335E+001
 1.6214028E+001, 1.7809584E+000, 4.3692653E-020, 1.8952209E-001, 7.2183103E+001, 2.4218743E-001, 0.0000000E+000,-1.4081641E-001,-4.1923534E-002, 2.9497058E+001
 1.6413045E+001, 1.7815595E+000, 4.3962072E-020, 2.0286929E-001, 7.4739218E+001, 2.5663091E-001, 0.0000000E+000,-1.5016264E-001,-4.2416580E-002, 2.9607588E+001
 1.6612062E+001, 1.7823302E+000, 4.4362000E-020, 1.9277068E-001, 7.2061187E+001, 2.4653423E-001, 0.0000000E+000,-1.4025762E-001,-4.2985603E-002, 2.9686156E+001
 1.6830980E+001, 1.7830105E+000, 4.4662425E-020, 1.7425699E-001, 6.8831352E+001, 2.2713721E-001, 0.0000000E+000,-1.2857890E-001,-4.2973024E-002, 2.9668057E+001
 1.7049899E+001, 1.7835800E+000, 4.4982363E-020, 1.8469132E-001, 7.1841510E+001, 2.3837653E-001, 0.0000000E+000,-1.3934869E-001,-4.3091169E-002, 2.9730554E+001
 1.7268817E+001, 1.7843452E+000, 4.5263860E-020, 2.0626212E-001, 7.5591406E+001, 2.6162907E-001, 0.0000000E+000,-1.5307571E-001,-4.3704350E-002, 2.9880585E+001
 1.7414763E+001, 1.7848842E+000, 4.5628216E-020, 2.0177708E-001, 7.3875761E+001, 2.5743776E-001, 0.0000000E+000,-1.4664153E-001,-4.4370251E-002, 2.9979515E+001
 1.7633681E+001, 1.7854328E+000, 4.6004594E-020, 1.8753235E-001, 7.1796997E+001, 2.4267171E-001, 0.0000000E+000,-1.3897088E-001,-4.4600521E-002, 2.9999319E+001
 1.7852600E+001, 1.7859980E+000, 4.6328274E-020, 1.8242016E-001, 7.0976034E+001, 2.3746281E-001, 0.0000000E+000,-1.3594407E-001,-4.4682228E-002, 3.0019820E+001
 1.8071518E+001, 1.7867779E+000, 4.6695740E-020, 1.7689974E-001, 6.9963067E+001, 2.3182984E-001, 0.0000000E+000,-1.3223782E-001,-4.4783468E-002, 3.0044917E+001
 1.8217464E+001, 1.7870923E+000, 4.6940504E-020, 1.6857399E-001, 6.8211957E+001, 2.2306299E-001, 0.0000000E+000,-1.2599781E-001,-4.4824052E-002, 3.0040642E+001
 1.8436382E+001, 1.7871333E+000, 4.7162621E-020, 1.6482187E-001, 6.8117631E+001, 2.1906450E-001, 0.0000000E+000,-1.2566454E-001,-4.4847816E-002, 3.0039785E+001
 1.8669895E+001, 1.7873045E+000, 4.7463955E-020, 1.8529816E-001, 7.2448379E+001, 2.4099310E-001, 0.0000000E+000,-1.4119017E-001,-4.5250687E-002, 3.0149120E+001
 1.8821340E+001, 1.7877000E+000, 4.7728411E-020, 1.9765559E-001, 7.4472236E+001, 2.5448677E-001, 0.0000000E+000,-1.4857200E-001,-4.5842296E-002, 3.0268422E+001
 1.9034865E+001, 1.7882263E+000, 4.8079914E-020, 1.8551511E-001, 7.0838325E+001, 2.4202678E-001, 0.0000000E+000,-1.3526470E-001,-4.6264191E-002, 3.0312429E+001
 1.9248390E+001, 1.7886800E+000, 4.8492508E-020, 1.6036972E-001, 6.7154263E+001, 2.1542125E-001, 0.0000000E+000,-1.2213941E-001,-4.6144240E-002, 3.0263643E+001
 1.9461915E+001, 1.7891015E+000, 4.8720897E-020, 1.6147339E-001, 6.7706884E+001, 2.1660242E-001, 0.0000000E+000,-1.2402900E-001,-4.6006204E-002, 3.0261706E+001
 1.9604265E+001, 1.7893906E+000, 4.8936415E-020, 1.6513726E-001, 6.8279212E+001, 2.2059359E-001, 0.0000000E+000,-1.2600901E-001,-4.6090691E-002, 3.0290097E+001
 1.9817789E+001, 1.7896983E+000, 4.9175945E-020, 1.6724579E-001, 6.8711408E+001, 2.2299685E-001, 0.0000000E+000,-1.2750379E-001,-4.6311795E-002, 3.0329896E+001
 2.0045549E+001, 1.7897704E+000, 4.9434079E-020, 1.7148748E-001, 6.9817595E+001, 2.2764669E-001, 0.0000000E+000,-1.3142592E-001,-4.6632541E-002, 3.0385967E+001
 2.0253160E+001, 1.7901948E+000, 4.9790829E-020, 1.7876813E-001, 7.0936927E+001, 2.3575091E-001, 0.0000000E+000,-1.3539455E-001,-4.7074161E-002, 3.0477476E+001
 2.0460771E+001, 1.7908750E+000, 5.0100115E-020, 1.7164307E-001, 6.9230338E+001, 2.2847863E-001, 0.0000000E+000,-1.2923049E-001,-4.7284221E-002, 3.0509407E+001
 2.0668382E+001, 1.7915443E+000, 5.0449172E-020, 1.6582220E-001, 6.8610364E+001, 2.2249695E-001, 0.0000000E+000,-1.2696768E-001,-4.7340209E-002, 3.0526502E+001
 2.0806789E+001, 1.7920243E+000, 5.0669377E-020, 1.7609261E-001, 7.1197975E+001, 2.3358572E-001, 0.0000000E+000,-1.3616742E-001,-4.7525276E-002, 3.0586320E+001
 2.1014400E+001, 1.7925482E+000, 5.0915621E-020, 1.9068779E-001, 7.3628484E+001, 2.4940565E-001, 0.0000000E+000,-1.4497586E-001,-4.7970944E-002, 3.0689770E+001
 2.1222011E+001, 1.7932130E+000, 5.1361430E-020, 1.8502858E-001, 7.2047815E+001, 2.4390826E-001, 0.0000000E+000,-1.3912799E-001,-4.8550019E-002, 3.0774331E+001
 2.1429622E+001, 1.7937699E+000, 5.1718022E-020, 1.7601517E-001, 7.0565189E+001, 2.3457087E-001, 0.0000000E+000,-1.3370916E-001,-4.8677444E-002, 3.0792463E+001
 2.1637232E+001, 1.7943443E+000, 5.2103749E-020, 1.7812233E-001, 7.1416668E+001, 2.3705395E-001, 0.0000000E+000,-1.3672700E-001,-4.8836176E-002, 3.0839755E+001
 2.1858684E+001, 1.7949893E+000, 5.2419230E-020, 1.8228048E-001, 7.1850906E+001, 2.4177489E-001, 0.0000000E+000,-1.3823531E-001,-4.9125909E-002, 3.0904342E+001
 2.2010932E+001, 1.7953758E+000, 5.2764153E-020, 1.7654680E-001, 7.1022668E+001, 2.3588955E-001, 0.0000000E+000,-1.3519795E-001,-4.9376842E-002, 3.0939149E+001
 2.2239304E+001, 1.7957335E+000, 5.3118236E-020, 1.8013082E-001, 7.1880591E+001, 2.3990128E-001, 0.0000000E+000,-1.3827289E-001,-4.9618514E-002, 3.0992600E+001
 2.2467676E+001, 1.7962759E+000, 5.3479020E-020, 1.8737408E-001, 7.3010957E+001, 2.4791658E-001, 0.0000000E+000,-1.4234418E-001,-4.9997628E-002, 3.1074914E+001
 2.2619924E+001, 1.7966638E+000, 5.3879723E-020, 1.7481456E-001, 7.0154373E+001, 2.3484412E-001, 0.0000000E+000,-1.3196219E-001,-5.0263015E-002, 3.1098443E+001
 2.2848296E+001, 1.7971137E+000, 5.4236549E-020, 1.6160968E-001, 6.8393805E+001, 2.2079318E-001, 0.0000000E+000,-1.2566054E-001,-5.0140791E-002, 3.1068370E+001
 2.3000544E+001, 1.7973555E+000, 5.4483357E-020, 1.7225784E-001, 7.1007995E+001, 2.3221008E-001, 0.0000000E+000,-1.3496889E-001,-5.0218775E-002, 3.1110487E+001
 2.3228916E+001, 1.7977953E+000, 5.4750558E-020, 1.9192171E-001, 7.4755809E+001, 2.5345066E-001, 0.0000000E+000,-1.4864747E-001,-5.0659261E-002, 3.1224734E+001
 2.3457288E+001, 1.7984350E+000, 5.5287339E-020, 1.9008827E-001, 7.3478033E+001, 2.5207619E-001, 0.0000000E+000,-1.4385690E-001,-5.1387788E-002, 3.1336701E+001
 2.3600703E+001, 1.7989082E+000, 5.5679732E-020, 1.8002052E-001, 7.1745633E+001, 2.4160416E-001, 0.0000000E+000,-1.3746871E-001,-5.1554974E-002, 3.1353517E+001
